StudentID,FirstName,LastName,Department,GPA,Attendance
101,Sarah,Williams,Engineering,2.71,92
102,Sarah,Jones,Engineering,1.08,77
103,David,Miller,Computer Science,2.94,59
104,Laura,Smith,Computer Science,3.85,54
105,Jane,Brown,Mathematics,1,54
106,John,Williams,Computer Science,2.3,59
107,John,Davis,Engineering,2.37,77
108,John,Johnson,Biology,2.29,90
109,Jane,Johnson,Computer Science,0.89,57
110,Laura,Davis,Engineering,3.81,89
111,Jane,Miller,Mathematics,1.79,53
112,Jane,Brown,Mathematics,3.39,94
113,Alex,Smith,Biology,2.8,51
114,Laura,Davis,Mathematics,1.19,63
115,John,Wilson,Physics,3.26,72
116,Alex,Jones,Computer Science,1.59,69
117,Jane,Miller,Physics,3.52,76
118,Michael,Wilson,Biology,2.33,91
119,Jane,Brown,Engineering,3.53,84
120,Michael,Jones,Biology,2.77,82
121,David,Jones,Biology,2.9,88
122,David,Brown,Mathematics,2.01,63
123,Michael,Johnson,Engineering,3.82,60
124,Emily,Brown,Mathematics,2.58,79
125,Emily,Brown,Engineering,1.7,73
126,John,Miller,Computer Science,2.43,77
127,David,Williams,Computer Science,0.08,97
128,Emily,Jones,Physics,1.21,63
129,Emily,Johnson,Biology,2.64,60
130,David,Davis,Biology,1.16,56
131,John,Davis,Computer Science,2.47,91
132,Laura,Miller,Mathematics,1.72,56
133,Jane,Davis,Physics,0.54,75
134,Emily,Wilson,Biology,1.19,79
135,Sarah,Miller,Physics,2.28,91
136,Emily,Johnson,Physics,2.36,82
137,Emily,Miller,Engineering,2.3,92
138,Sarah,Miller,Biology,2.61,51
139,Sarah,Davis,Computer Science,2.61,74
140,Jane,Wilson,Engineering,1.73,57
141,Alex,Brown,Biology,3.59,75
142,Laura,Johnson,Engineering,1.47,81
143,Michael,Miller,Computer Science,1.74,51
144,Emily,Williams,Physics,3.57,84
145,John,Williams,Engineering,3.22,59
146,David,Jones,Biology,2.82,61
147,Laura,Brown,Engineering,0.4,55
148,John,Miller,Biology,3.68,75
149,Sarah,Jones,Mathematics,2.86,99
150,Alex,Brown,Mathematics,4,78
151,Sarah,Davis,Biology,0.6,78
152,Alex,Williams,Mathematics,3.47,90
153,Jane,Williams,Physics,0.65,100
154,Alex,Wilson,Mathematics,2.46,58
155,John,Williams,Computer Science,0.5,91
156,Jane,Jones,Computer Science,3.39,90
157,Alex,Johnson,Biology,3.23,52
158,Jane,Davis,Biology,2.28,88
159,Alex,Smith,Computer Science,1.63,55
160,Laura,Johnson,Biology,0.28,55
161,Michael,Brown,Mathematics,2.79,61
162,David,Johnson,Computer Science,1.81,56
163,David,Miller,Physics,2.89,53
164,David,Wilson,Engineering,3.47,84
165,Laura,Miller,Biology,3.9,93
166,Sarah,Brown,Mathematics,3.42,97
167,John,Johnson,Mathematics,0.05,97
168,Michael,Miller,Physics,1.44,64
169,Alex,Smith,Physics,2.92,75
170,David,Johnson,Mathematics,0.69,94
171,Laura,Johnson,Biology,2.08,87
172,John,Smith,Physics,0.22,94
173,Sarah,Smith,Mathematics,0.8,74
174,Michael,Johnson,Computer Science,0.07,77
175,Sarah,Williams,Computer Science,3.17,89
176,Michael,Davis,Physics,0.9,99
177,David,Williams,Biology,1.38,64
178,Michael,Wilson,Engineering,3.71,61
179,Emily,Wilson,Physics,2.82,91
180,Emily,Davis,Mathematics,0.13,91
181,Jane,Wilson,Mathematics,0.66,92
182,David,Davis,Engineering,2.49,85
183,Sarah,Brown,Mathematics,2.31,77
184,John,Jones,Physics,0.95,56
185,Michael,Williams,Mathematics,3.74,98
186,Laura,Miller,Biology,2.46,87
187,Laura,Johnson,Physics,2.14,69
188,Laura,Jones,Computer Science,2.36,59
189,John,Johnson,Biology,2.92,56
190,Alex,Johnson,Mathematics,1.25,93
191,Alex,Brown,Computer Science,1.59,93
192,Sarah,Jones,Physics,0.84,74
193,Laura,Jones,Mathematics,0.74,84
194,Laura,Smith,Engineering,3.78,82
195,Alex,Williams,Physics,2.96,64
196,Alex,Brown,Physics,1.96,98
197,Michael,Davis,Mathematics,0.91,91
198,David,Brown,Biology,1.02,70
199,Sarah,Davis,Mathematics,0.23,73
200,Emily,Miller,Biology,1.74,57
201,Emily,Davis,Biology,1.25,61
202,John,Johnson,Mathematics,2.79,98
203,Laura,Davis,Engineering,1.51,71
204,John,Davis,Biology,0.72,98
205,Laura,Smith,Physics,0.1,82
206,Alex,Wilson,Mathematics,0.27,91
207,Alex,Davis,Engineering,2.72,62
208,Emily,Jones,Biology,1.81,72
209,Laura,Williams,Biology,2.15,98
210,Emily,Jones,Mathematics,3.59,80
211,Jane,Williams,Mathematics,3.96,54
212,John,Davis,Mathematics,0.87,94
213,Emily,Smith,Computer Science,2.65,80
214,Jane,Wilson,Biology,1.05,78
215,John,Smith,Engineering,0.08,59
216,Jane,Wilson,Physics,3.03,94
217,Michael,Williams,Biology,1.28,78
218,Alex,Wilson,Computer Science,1.53,64
219,David,Johnson,Physics,2.35,100
220,Alex,Davis,Computer Science,3.32,71
221,Sarah,Brown,Physics,2.52,78
222,Laura,Miller,Computer Science,3.49,87
223,Alex,Williams,Physics,1.09,57
224,John,Smith,Mathematics,3.19,98
225,Sarah,Jones,Mathematics,0.74,55
226,Alex,Williams,Engineering,3.81,76
227,David,Davis,Physics,2.75,86
228,David,Johnson,Computer Science,0.86,75
229,John,Miller,Mathematics,3.79,94
230,Michael,Johnson,Engineering,2.92,99
231,Jane,Smith,Biology,1.02,51
232,Alex,Johnson,Physics,0.85,90
233,Sarah,Johnson,Computer Science,2.07,71
234,Laura,Johnson,Mathematics,0.1,54
235,Sarah,Smith,Biology,0.83,64
236,Michael,Davis,Computer Science,1.7,53
237,Emily,Miller,Mathematics,1.5,54
238,Jane,Williams,Mathematics,1.85,76
239,Laura,Davis,Mathematics,1.11,94
240,Sarah,Williams,Engineering,2.35,56
241,Jane,Davis,Biology,3.46,94
242,David,Wilson,Physics,0.47,96
243,Laura,Davis,Biology,2.07,77
244,Emily,Brown,Mathematics,0.53,93
245,Michael,Wilson,Computer Science,2.87,92
246,Sarah,Miller,Computer Science,1.58,99
247,Alex,Williams,Mathematics,2.26,65
248,Sarah,Miller,Biology,0.73,95
249,Alex,Smith,Biology,0.58,86
250,Laura,Johnson,Biology,1.95,61
251,Laura,Wilson,Mathematics,1.42,85
252,Sarah,Williams,Physics,3.76,91
253,Sarah,Brown,Engineering,3.06,60
254,Michael,Smith,Engineering,2.99,57
255,David,Johnson,Computer Science,3.61,69
256,Jane,Williams,Physics,0.33,98
257,David,Brown,Mathematics,2.21,50
258,Emily,Brown,Engineering,2.34,83
259,Laura,Smith,Computer Science,3.85,59
260,Alex,Davis,Physics,1.17,53
261,Michael,Wilson,Physics,0.96,73
262,Michael,Smith,Biology,0.4,53
263,Alex,Wilson,Biology,0.07,98
264,Alex,Williams,Biology,3.72,64
265,Sarah,Miller,Computer Science,2.68,98
266,Jane,Miller,Physics,3.14,69
267,David,Miller,Mathematics,1.13,53
268,Alex,Davis,Engineering,2.35,76
269,Jane,Brown,Mathematics,0.26,61
270,Jane,Jones,Engineering,1.94,80
271,Sarah,Williams,Physics,3.91,57
272,Jane,Miller,Biology,3.51,82
273,John,Williams,Physics,1.35,65
274,Emily,Davis,Engineering,3.85,50
275,Jane,Miller,Mathematics,0.93,97
276,Sarah,Davis,Computer Science,3.8,99
277,Laura,Johnson,Mathematics,3.77,51
278,Emily,Davis,Computer Science,3.2,77
279,Michael,Brown,Biology,2.52,91
280,Sarah,Miller,Physics,3.5,57
281,Emily,Wilson,Mathematics,1.17,87
282,Sarah,Jones,Biology,3.4,98
283,Emily,Smith,Engineering,2.47,71
284,Michael,Jones,Mathematics,0.05,87
285,David,Miller,Physics,1.39,94
286,Emily,Williams,Mathematics,0.59,55
287,Emily,Jones,Biology,3.93,62
288,John,Smith,Physics,1.91,99
289,Laura,Jones,Computer Science,1.99,83
290,Michael,Brown,Computer Science,2.56,56
291,Jane,Johnson,Biology,1.47,77
292,Alex,Williams,Engineering,0.55,65
293,Alex,Johnson,Engineering,3.29,92
294,Michael,Smith,Computer Science,0.76,50
295,Michael,Miller,Biology,2.05,91
296,Alex,Johnson,Engineering,0.9,53
297,Emily,Williams,Engineering,0.39,75
298,Laura,Davis,Computer Science,3.45,51
299,Sarah,Johnson,Biology,3.89,72
300,David,Davis,Mathematics,3.84,100
301,Laura,Wilson,Biology,3.63,82
302,John,Wilson,Physics,3.1,50
303,John,Smith,Computer Science,1.33,87
304,Emily,Brown,Physics,0.32,50
305,Alex,Davis,Physics,1.63,67
306,John,Miller,Engineering,0.93,54
307,Sarah,Wilson,Biology,0.53,100
308,Michael,Johnson,Mathematics,0.21,56
309,Alex,Jones,Mathematics,2.9,74
310,Jane,Johnson,Engineering,0.05,70
311,Laura,Williams,Mathematics,3.08,52
312,John,Miller,Mathematics,0.59,67
313,Laura,Jones,Computer Science,0.32,54
314,Emily,Davis,Physics,0.36,89
315,David,Wilson,Biology,2.69,94
316,Emily,Wilson,Physics,0.98,98
317,Laura,Jones,Biology,1.68,62
318,David,Miller,Physics,2.23,76
319,Michael,Wilson,Biology,3.44,77
320,Jane,Johnson,Mathematics,2.91,54
321,Jane,Smith,Physics,1.08,75
322,John,Brown,Mathematics,0.53,51
323,Alex,Johnson,Biology,0.22,90
324,David,Williams,Mathematics,1.21,96
325,Alex,Brown,Physics,1.05,87
326,David,Wilson,Biology,1.82,81
327,John,Miller,Engineering,2.73,76
328,Laura,Smith,Mathematics,2.78,91
329,Jane,Jones,Mathematics,1.13,81
330,Sarah,Williams,Engineering,1.52,67
331,John,Smith,Biology,0.72,81
332,John,Wilson,Biology,3.15,54
333,Laura,Brown,Physics,0.23,51
334,John,Brown,Computer Science,2.79,84
335,Emily,Brown,Engineering,3.11,74
336,John,Davis,Mathematics,3.11,77
337,Jane,Williams,Computer Science,1.04,62
338,John,Wilson,Physics,1.5,59
339,Laura,Johnson,Computer Science,2.35,99
340,Michael,Smith,Engineering,1.09,59
341,John,Jones,Mathematics,1.48,99
342,Alex,Davis,Computer Science,0.79,89
343,Alex,Wilson,Biology,1.84,69
344,John,Wilson,Physics,0.18,52
345,David,Miller,Engineering,3.2,81
346,Laura,Wilson,Mathematics,0.31,57
347,Emily,Williams,Engineering,2.08,98
348,David,Williams,Biology,1.23,80
349,Jane,Williams,Mathematics,2.31,74
350,Laura,Jones,Computer Science,3.84,51
351,Jane,Jones,Computer Science,2.58,99
352,Michael,Miller,Biology,0.14,61
353,John,Wilson,Engineering,1.72,96
354,Sarah,Jones,Engineering,2.04,63
355,Laura,Miller,Physics,2.14,98
356,John,Brown,Mathematics,2.73,58
357,Emily,Smith,Engineering,1.11,52
358,Alex,Jones,Computer Science,0.52,60
359,Alex,Jones,Physics,1.57,55
360,Michael,Jones,Engineering,3.83,63
361,Laura,Miller,Computer Science,0.75,70
362,Alex,Williams,Engineering,3.62,65
363,Laura,Davis,Engineering,2.18,73
364,Alex,Davis,Biology,1.83,64
365,Laura,Jones,Physics,3.53,94
366,Laura,Brown,Engineering,1.83,94
367,Alex,Jones,Engineering,2.9,75
368,David,Smith,Mathematics,1.6,100
369,Michael,Smith,Engineering,3.62,77
370,Jane,Smith,Computer Science,2.76,52
371,Emily,Brown,Mathematics,2.8,97
372,John,Williams,Biology,1.31,63
373,Sarah,Williams,Physics,3.03,91
374,John,Jones,Engineering,2.54,84
375,Sarah,Jones,Biology,0.96,74
376,Alex,Brown,Engineering,0.64,66
377,Alex,Johnson,Computer Science,3.19,90
378,Jane,Williams,Engineering,3.84,100
379,Alex,Smith,Physics,1.83,71
380,Emily,Smith,Computer Science,2.36,66
381,David,Williams,Biology,3.43,90
382,John,Jones,Biology,1.83,68
383,David,Jones,Mathematics,3.81,89
384,Alex,Johnson,Biology,2.3,87
385,Sarah,Brown,Computer Science,3.28,67
386,John,Wilson,Biology,3.64,98
387,Sarah,Brown,Engineering,3.26,63
388,Sarah,Johnson,Physics,0.64,64
389,Michael,Smith,Computer Science,2.52,85
390,Laura,Smith,Biology,1.59,79
391,John,Miller,Physics,0.25,63
392,Emily,Williams,Engineering,1.7,100
393,Emily,Williams,Computer Science,1.03,58
394,John,Johnson,Mathematics,3.4,98
395,Michael,Davis,Physics,0.13,79
396,Alex,Miller,Biology,3.84,89
397,Jane,Brown,Engineering,1.42,77
398,Sarah,Jones,Physics,1.43,51
399,Jane,Brown,Physics,0.07,99
400,David,Davis,Biology,0.74,82
401,Laura,Williams,Mathematics,1.61,97
402,Alex,Williams,Computer Science,3.72,66
403,Michael,Brown,Computer Science,0.4,92
404,David,Miller,Engineering,3.78,82
405,Jane,Jones,Mathematics,3.48,90
406,Jane,Brown,Computer Science,1.82,70
407,Michael,Johnson,Engineering,1.31,70
408,Michael,Davis,Biology,0.93,79
409,Jane,Wilson,Engineering,2.46,72
410,Sarah,Jones,Engineering,0.13,72
411,Jane,Wilson,Computer Science,0.06,84
412,Sarah,Smith,Computer Science,1.72,88
413,Emily,Davis,Biology,0.27,91
414,Alex,Davis,Mathematics,1.01,84
415,Emily,Miller,Computer Science,0.88,65
416,Alex,Brown,Mathematics,1.01,79
417,John,Davis,Physics,0.52,65
418,Alex,Jones,Physics,0.05,91
419,Alex,Davis,Mathematics,0.46,65
420,Laura,Wilson,Mathematics,2.47,60
421,Michael,Brown,Computer Science,3.9,62
422,Emily,Miller,Computer Science,3.96,56
423,Jane,Johnson,Engineering,1.64,66
424,Michael,Smith,Biology,0.65,94
425,Sarah,Brown,Biology,2.56,96
426,Sarah,Miller,Computer Science,1.96,92
427,Emily,Johnson,Computer Science,3.96,86
428,David,Williams,Biology,0.26,73
429,Laura,Williams,Mathematics,3.13,97
430,Michael,Brown,Computer Science,1.15,84
431,Michael,Jones,Mathematics,0.97,89
432,Emily,Williams,Engineering,2.65,98
433,David,Wilson,Biology,0.98,77
434,John,Davis,Computer Science,2.66,74
435,Jane,Davis,Physics,2.07,96
436,John,Brown,Mathematics,1.7,97
437,Emily,Williams,Biology,2.22,73
438,John,Miller,Biology,1.15,83
439,John,Brown,Engineering,2.83,88
440,John,Smith,Computer Science,1.66,55
441,Sarah,Johnson,Physics,1.44,80
442,Alex,Miller,Mathematics,3.31,72
443,Laura,Williams,Engineering,3.7,83
444,Sarah,Smith,Physics,0.18,64
445,Alex,Williams,Computer Science,0.93,61
446,Sarah,Williams,Mathematics,1.39,73
447,Jane,Wilson,Computer Science,3.26,77
448,Michael,Miller,Engineering,3.94,82
449,John,Brown,Biology,3.88,69
450,Jane,Wilson,Computer Science,3.62,91
451,David,Brown,Physics,1.19,80
452,Sarah,Smith,Biology,3.97,68
453,Jane,Miller,Mathematics,1,91
454,Sarah,Brown,Physics,0.42,83
455,Sarah,Brown,Engineering,3.8,78
456,Emily,Davis,Biology,0.93,63
457,Alex,Jones,Biology,2.76,66
458,Laura,Davis,Mathematics,0.23,87
459,Sarah,Williams,Physics,2.92,76
460,Sarah,Brown,Computer Science,3.53,98
461,David,Brown,Mathematics,1.09,64
462,John,Miller,Mathematics,1.52,71
463,Emily,Johnson,Engineering,1.5,63
464,David,Brown,Physics,3,65
465,Michael,Miller,Biology,0.95,99
466,Laura,Smith,Computer Science,0.69,50
467,Sarah,Jones,Biology,1.8,93
468,Michael,Wilson,Engineering,1.22,70
469,Alex,Jones,Engineering,3.36,70
470,Emily,Johnson,Computer Science,0.95,93
471,Sarah,Miller,Mathematics,2.01,94
472,John,Brown,Computer Science,3.77,83
473,Jane,Jones,Engineering,2.54,95
474,Alex,Davis,Physics,3.47,84
475,Jane,Davis,Physics,3.76,99
476,David,Brown,Computer Science,3,91
477,Michael,Jones,Engineering,2.8,57
478,Laura,Miller,Engineering,3.87,71
479,Sarah,Smith,Engineering,3.98,69
480,John,Miller,Mathematics,1.81,52
481,Sarah,Brown,Physics,0.28,80
482,Emily,Miller,Physics,1.17,51
483,John,Jones,Engineering,0.61,82
484,John,Williams,Computer Science,1.67,50
485,David,Brown,Physics,0.53,51
486,David,Williams,Biology,2.42,100
487,Emily,Smith,Biology,1.53,93
488,Emily,Miller,Engineering,3.58,68
489,Laura,Brown,Engineering,3.87,58
490,Sarah,Wilson,Biology,2.19,74
491,Sarah,Brown,Computer Science,1.1,95
492,Jane,Jones,Computer Science,2.37,51
493,David,Wilson,Physics,3.59,91
494,Jane,Wilson,Mathematics,1.63,81
495,Michael,Jones,Mathematics,2.21,72
496,David,Brown,Mathematics,1.09,58
497,Emily,Brown,Biology,1.82,67
498,John,Brown,Computer Science,1.61,85
499,John,Miller,Biology,0.99,96
500,Alex,Davis,Physics,2.02,87
501,Michael,Wilson,Engineering,1.24,92
502,Sarah,Williams,Engineering,1.49,92
503,Laura,Johnson,Engineering,2.1,98
504,Laura,Davis,Biology,3,73
505,John,Wilson,Computer Science,1.33,91
506,Sarah,Williams,Mathematics,3.7,59
507,Emily,Davis,Mathematics,3.45,50
508,Sarah,Williams,Mathematics,0.19,57
509,John,Smith,Mathematics,1.01,77
510,Sarah,Miller,Mathematics,1.78,54
511,Alex,Jones,Computer Science,0.42,98
512,David,Johnson,Physics,1.39,84
513,John,Smith,Mathematics,2.96,84
514,Jane,Jones,Biology,2.72,61
515,Jane,Wilson,Mathematics,2.49,82
516,Emily,Johnson,Computer Science,2.84,92
517,Alex,Davis,Biology,0.82,82
518,Sarah,Williams,Physics,1.37,62
519,Alex,Miller,Mathematics,2.7,93
520,Emily,Miller,Mathematics,3.52,71
521,Emily,Williams,Physics,2.17,68
522,David,Davis,Biology,1.13,76
523,Laura,Wilson,Mathematics,0.12,65
524,David,Brown,Computer Science,2.84,53
525,Jane,Smith,Mathematics,0.03,100
526,David,Williams,Engineering,1.49,70
527,David,Jones,Physics,2.12,68
528,David,Williams,Mathematics,3.69,65
529,Emily,Brown,Physics,0.36,99
530,Emily,Brown,Physics,1.62,60
531,Emily,Brown,Physics,0.1,57
532,David,Smith,Physics,1.37,65
533,David,Jones,Mathematics,2.49,55
534,Michael,Johnson,Engineering,1.12,72
535,Laura,Miller,Computer Science,0.84,71
536,Laura,Wilson,Engineering,0.46,88
537,Jane,Miller,Mathematics,2.31,65
538,John,Miller,Engineering,2.78,80
539,Jane,Miller,Engineering,2.69,53
540,Sarah,Jones,Engineering,3.8,93
541,Emily,Smith,Computer Science,0.01,67
542,Sarah,Jones,Mathematics,2.59,98
543,David,Miller,Mathematics,2.4,63
544,Alex,Johnson,Engineering,2.35,58
545,Jane,Smith,Physics,3.85,91
546,Sarah,Davis,Engineering,0.07,70
547,Sarah,Davis,Mathematics,2.79,78
548,Emily,Johnson,Computer Science,3.25,56
549,David,Miller,Mathematics,2.04,89
550,John,Johnson,Biology,1.34,82
551,Sarah,Miller,Biology,3.16,81
552,Michael,Johnson,Mathematics,0.39,90
553,Sarah,Brown,Biology,1.77,89
554,Michael,Smith,Computer Science,2.08,96
555,Jane,Smith,Engineering,2.78,66
556,Laura,Smith,Computer Science,0.36,54
557,Sarah,Jones,Engineering,0.91,66
558,Emily,Johnson,Physics,1.64,61
559,Sarah,Miller,Engineering,2.49,56
560,David,Davis,Biology,3.55,61
561,David,Wilson,Engineering,2.48,87
562,David,Wilson,Engineering,0.53,56
563,John,Davis,Engineering,3.92,76
564,Laura,Johnson,Physics,3.49,56
565,Alex,Johnson,Mathematics,2.01,51
566,Alex,Johnson,Engineering,3.69,99
567,Jane,Davis,Engineering,2.17,77
568,John,Jones,Biology,3.69,68
569,Michael,Williams,Computer Science,3.32,71
570,Emily,Williams,Physics,3.87,87
571,Alex,Smith,Computer Science,3.68,99
572,Jane,Davis,Computer Science,0.14,71
573,Jane,Wilson,Biology,0.7,53
574,Laura,Jones,Engineering,1.56,73
575,Sarah,Johnson,Mathematics,3.81,58
576,John,Williams,Physics,1.2,94
577,David,Williams,Mathematics,0.64,93
578,Alex,Jones,Computer Science,3.55,86
579,Michael,Davis,Biology,1.79,82
580,Laura,Johnson,Computer Science,3.63,69
581,Sarah,Smith,Computer Science,0.64,99
582,Alex,Davis,Mathematics,2.64,80
583,Jane,Miller,Mathematics,1.76,87
584,Jane,Jones,Computer Science,0.31,61
585,Emily,Wilson,Computer Science,2.79,99
586,John,Johnson,Engineering,0.99,71
587,Michael,Wilson,Mathematics,0.16,62
588,Michael,Wilson,Engineering,0.24,51
589,David,Smith,Biology,0.24,88
590,Alex,Davis,Engineering,3.63,81
591,David,Wilson,Physics,2.96,68
592,John,Jones,Computer Science,3.59,74
593,Michael,Smith,Engineering,2.69,95
594,Laura,Brown,Computer Science,2.12,86
595,Alex,Miller,Mathematics,1.22,99
596,Jane,Jones,Biology,3.99,50
597,David,Johnson,Biology,1.45,55
598,Emily,Miller,Computer Science,1.88,80
599,Emily,Wilson,Engineering,1.51,55
600,Emily,Miller,Biology,3.92,100
601,Jane,Davis,Physics,0.7,55
602,Jane,Brown,Engineering,1.31,69
603,Laura,Smith,Mathematics,2.72,69
604,Emily,Smith,Biology,0.25,55
605,David,Johnson,Biology,2.43,72
606,Jane,Williams,Mathematics,1.91,85
607,David,Williams,Physics,1.14,87
608,David,Miller,Computer Science,0.95,62
609,Jane,Jones,Mathematics,2.06,68
610,Michael,Wilson,Mathematics,1.47,63
611,Emily,Davis,Computer Science,1.83,53
612,Emily,Davis,Physics,1.35,96
613,Sarah,Miller,Physics,3.88,82
614,Laura,Brown,Computer Science,0.53,85
615,David,Brown,Physics,0.39,78
616,Emily,Williams,Biology,1.37,81
617,David,Davis,Biology,2.36,51
618,Emily,Davis,Biology,2.64,56
619,Alex,Davis,Engineering,1.59,76
620,Jane,Davis,Computer Science,4,85
621,David,Johnson,Engineering,1.41,81
622,Sarah,Wilson,Biology,2.89,60
623,David,Johnson,Physics,2.55,77
624,Michael,Miller,Engineering,3.25,83
625,Alex,Brown,Computer Science,3.9,80
626,David,Miller,Computer Science,3.56,82
627,Jane,Jones,Engineering,3.06,87
628,Emily,Wilson,Biology,2.79,79
629,Alex,Miller,Mathematics,1.34,100
630,Laura,Jones,Mathematics,0.59,91
631,David,Miller,Engineering,0.25,83
632,Jane,Davis,Engineering,0.97,84
633,Laura,Miller,Engineering,1.73,74
634,Alex,Johnson,Biology,2.09,70
635,Sarah,Johnson,Computer Science,3.09,78
636,Sarah,Davis,Biology,3.83,98
637,Michael,Williams,Mathematics,0.47,54
638,Alex,Miller,Engineering,0.43,58
639,Emily,Jones,Engineering,2.36,50
640,John,Miller,Mathematics,2.98,52
641,Michael,Miller,Engineering,3.39,95
642,Sarah,Miller,Computer Science,3.74,85
643,Alex,Jones,Biology,3.93,85
644,David,Johnson,Computer Science,1.6,93
645,Laura,Smith,Mathematics,1.52,77
646,Laura,Johnson,Biology,0.59,98
647,David,Smith,Engineering,2.74,98
648,Sarah,Miller,Mathematics,2.63,73
649,Michael,Brown,Biology,3.45,98
650,Alex,Wilson,Engineering,0.39,50
651,Michael,Williams,Mathematics,1.99,67
652,Emily,Miller,Mathematics,2.32,97
653,Michael,Williams,Physics,0.97,53
654,Alex,Jones,Physics,0.68,96
655,John,Wilson,Computer Science,3.44,75
656,Alex,Davis,Engineering,0.23,65
657,Sarah,Jones,Computer Science,1.88,97
658,Laura,Smith,Physics,0.46,81
659,Alex,Wilson,Engineering,1.83,88
660,Alex,Brown,Engineering,3.92,100
661,Sarah,Miller,Computer Science,1.69,94
662,Laura,Smith,Physics,3.43,94
663,Jane,Brown,Engineering,0.47,75
664,Alex,Williams,Computer Science,1.09,99
665,Michael,Johnson,Mathematics,1.62,95
666,Sarah,Smith,Biology,1.6,87
667,Emily,Jones,Engineering,2.69,63
668,John,Davis,Physics,1.38,93
